,ACTIVITY DESC,lon,lat
26959,"HARDWARE, & PLUMB & HEATING EQUIP & SUP WHSLE",-117.176186,32.908234
26960,CONSTRUCTION,-117.096375,32.782963
26961,OFFICES OF PHYSICIANS,-117.20104,32.807335
26962,OFFICES OF PHYSICIANS,-117.24066,32.948536
26963,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.1806,32.88982
26964,SERVICES TO BUILDINGS & DWELLINGS,-117.09939,32.5838
26965,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.13193,32.783768
26966,BEAUTY SHOPS - BOOTH RENTAL,-117.07551,33.018314
26967,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.17106,32.71799
26968,ADVERTISING AGENCIES,-117.13625,32.950233
26969,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.142494,32.757225
26970,BUSINESS TAX EXEMPT - NON PROFIT,-117.167244,32.991272
26971,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.19335,32.786346
26972,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.088615,32.986656
26973,OTHER AMUSEMENT & RECREATION INDUSTRIES,-117.08163,32.78137
26974,MOTION PICTURE & VIDEO PRODUCTION,-117.22876,32.72579
26975,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.053,33.040733
26976,SERVICES TO BUILDINGS & DWELLINGS,-117.06762,32.741383
26977,LEGAL SERVICES,-117.21508,32.73593
26978,OTHER SPECIAL TRADE CONTRACTORS,-118.10054,34.149517
26979,OTHER ACCOUNTING SERVICES,-117.20098,32.85765
26980,RESIDENTIAL BUILDING CONSTRUCTION,-117.23719,32.722065
26981,MANAGEMENT OF COMPANIES & ENTERPRISES,-117.04948,33.034748
26982,PAINTING & WALL COVERING CONTRACTORS,-117.23127,32.824993
26983,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.14632,32.747955
26984,EXAM PREPARATION & TUTORING,-117.23248,33.088055
26985,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.112755,32.764526
26986,EDUCATIONAL SUPPORT SERVICES,-117.15507,32.77365
26987,FULL-SERVICE RESTAURANTS,-117.1435,32.699566
26988,FULL-SERVICE RESTAURANTS,-117.12292,32.893787
26989,LIMITED-SERVICE EATING PLACES,-117.09267,32.584316
26990,SPECIAL FOOD SERVICES,-117.13128,32.915066
26991,FULL-SERVICE RESTAURANTS,-117.1435,32.699566
26992,FULL-SERVICE RESTAURANTS,-117.14275,32.912735
26993,FULL-SERVICE RESTAURANTS,-117.0831,32.75729
26994,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.15507,32.77365
26995,FULL-SERVICE RESTAURANTS,-117.12622,32.91714
26996,FULL-SERVICE RESTAURANTS,-117.13914,32.83116
26997,FULL-SERVICE RESTAURANTS,-117.17003,32.787033
26998,FULL-SERVICE RESTAURANTS,-117.17017,32.786736
26999,FULL-SERVICE RESTAURANTS,-117.092926,32.755966
27000,FULL-SERVICE RESTAURANTS,-117.07826,33.013123
27001,LIMITED-SERVICE RESTAURANTS,-117.07694,32.76122
27002,FULL-SERVICE RESTAURANTS,-117.17331,32.90721
27003,FULL-SERVICE RESTAURANTS,-117.19632,32.764862
27004,FULL-SERVICE RESTAURANTS,-117.212814,32.75069
27005,LIMITED-SERVICE RESTAURANTS,-117.08351,32.661217
27006,LIMITED-SERVICE RESTAURANTS,-117.24062,32.799046
27007,LIMITED-SERVICE EATING PLACES,-117.204,32.74834
27008,FULL-SERVICE RESTAURANTS,-117.11224,32.96083
27009,FULL-SERVICE RESTAURANTS,-117.11678,32.809853
27010,FULL-SERVICE RESTAURANTS,-117.23428,32.80124
27011,FULL-SERVICE RESTAURANTS,-117.23671,32.80071
27012,FULL-SERVICE RESTAURANTS,-117.16995,32.78717
27013,FULL-SERVICE RESTAURANTS,-117.10418,32.755135
27014,LIMITED-SERVICE EATING PLACES,-117.03931,32.675934
27015,LIMITED-SERVICE RESTAURANTS,-117.097885,32.79127
27016,ENGINEERING SERVICES,-117.23571,32.746582
27017,OTHER PERSONAL CARE SERVICES,-117.140434,32.91889
27018,MANAGEMENT CONSULTING SERVICES,-117.172455,32.91068
27019,"GIFT, NOVELTY & SOUVENIR STORES",-117.24698,32.735317
27020,"SEARCH, DETECTION & NAVIGATION INSTRUMENT MFG",-117.08398,32.65566
27021,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.23766,32.901066
27022,MISCELLANEOUS NONDURABLE GOODS WHSLE,-117.108345,32.763916
27023,ALL OTHER MISCELLANEOUS SCHOOLS & INSTRUCTION,-117.23696,32.80065
27024,OTHER INDIVIDUAL & FAMILY SERVICES,-117.1531,32.80235
27025,"AUTOMOTIVE PARTS, ACCESSORIES & TIRE STORES",-116.9623,32.572014
27026,OTHER MISCELLANEOUS MFG,-117.07364,32.98708
27027,OTHER BUSINESS SERVICES,-117.18705,32.838154
27028,BROADCASTING & TELECOMMUNICATIONS,-117.06858,32.811222
27029,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.15655,32.711124
27030,CONSUMER ELECTRONICS R&M,-117.077576,33.013786
27031,BARBER SHOPS - BOOTH RENTAL,-117.12979,32.955803
27032,TAXI SERVICE,-117.2146,32.91749
27033,RETAIL SALES VIA INTERNET/WEBSITES,-117.08735,32.799606
27034,PHOTOGRAPHIC SERVICES,-117.04803,33.010426
27035,PHOTOGRAPHIC SERVICES,-117.13402,32.791286
27036,PHOTOGRAPHIC SERVICES,-117.1199,32.954742
27037,PHOTOGRAPHIC SERVICES,-117.09762,32.932877
27038,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.1911,32.900898
27039,STATIONERY & OFFICE SUPPLIES WHSLE,-117.19735,32.927807
27040,OTHER PERSONAL SERVICES,-116.97865,32.64955
27041,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.090004,33.006634
27042,EDUCATIONAL SERVICES,-117.194855,32.803333
27043,"HAIR, NAIL & SKIN CARE SERVICES",-117.150154,32.907455
27044,"AMUSEMENT, GAMBLING & RECREATION INDUSTRIES",-117.12291,32.9394
27045,NAIL SALONS - BOOTH RENTAL,-117.20832,32.75038
27046,BEAUTY SHOPS - BOOTH RENTAL,-117.07765,33.013687
27047,NAIL SALONS - BOOTH RENTAL,-117.06694,32.659138
27048,FULL-SERVICE RESTAURANTS,-117.07944,32.749306
27049,BEAUTY SALONS,-117.06788,33.021145
27050,FULL-SERVICE RESTAURANTS,-117.154884,32.81792
27051,FULL-SERVICE RESTAURANTS,-117.154884,32.81792
27052,CARPET & UPHOLSTERY CLEANING SERVICES,-117.1374,32.804466
27053,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.08623,32.7938
27054,FITNESS & RECREATIONAL SPORTS CENTERS,-117.071815,32.98795
27055,OFFICES OF PHYSICIANS,-117.00587,32.77266
27056,MANAGEMENT OF COMPANIES & ENTERPRISES,-117.16022,32.74995
27057,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.1557,32.773266
27058,OFFICES OF PHYSICIANS,-117.06221,32.777195
27059,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.25253,32.741287
27060,OTHER PERSONAL SERVICES,-117.08474,32.571323
27061,ALL OTH MISC AMBULATORY HEALTH CARE SERVICES,-117.161064,32.77808
27062,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.15733,32.800896
27063,YOGA INSTRUCTOR,-117.12389,32.76652
27064,ENVIRONMENTAL CONSULTING SERVICES,-117.37401,33.21916
27065,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.17274,32.77511
27066,ALL OTHER MISCELLANEOUS SCHOOLS & INSTRUCTION,-117.14252,32.752514
27067,OTHER SCHOOLS & INSTRUCTION,-117.07748,32.91441
27068,ALL OTHER PERSONAL SERVICES,-117.16269,32.93845
27069,OTHER PERSONAL SERVICES,-117.19332,32.99546
27070,FULL-SERVICE RESTAURANTS,-117.097244,32.793743
27071,ALL OTHER FINANCIAL INVESTMENT ACTIVITIES,-117.14684,32.89229
27072,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.14684,32.89229
27073,BOOK PUBLISHERS,-117.245865,32.9491
27074,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.16207,32.80246
27075,RETAIL SALES VIA INTERNET/WEBSITES,-117.08768,33.027576
27076,OFFICES OF LAWYERS,-117.159874,32.717815
27077,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.08409,32.58192
27078,OTHER SPECIAL TRADE CONTRACTORS,-117.15338,32.891895
27079,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.12646,32.78274
27080,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.171135,32.812572
27081,"WHOLESALE TRADE, DURABLE GOODS",-117.17106,32.884773
27082,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.20949,32.947422
27083,ALL OTHER AMUSEMENT & RECREATION INDUSTRIES,-117.07789,32.793194
27084,JANITORIAL SERVICES,-117.09697,32.698223
27085,PLASTICS MATERIALS & BASIC FORMS/SHAPES WHSLE,-117.13241,32.896446
27086,OTHER MISCELLANEOUS STORE RETAILERS,-117.244225,32.98104
27087,GENERAL MERCHANDISE STORES,-117.07702,32.98164
27088,CARPET & UPHOLSTERY CLEANING SERVICES,-117.11437,32.747387
27089,CARWASHES,-117.17101,32.78313
27090,ALL OTHER AUTOMOTIVE R&M,-117.14025,32.80137
27091,ALL OTHER AUTOMOTIVE R&M,-117.06747,32.575123
27092,CONSULTING SERVICES,-117.216225,32.73738
27093,OFFICES OF CHIROPRACTORS,-117.07446,33.02213
27094,PERSONAL FITNESS TRAINER,-117.13266,32.76222
27095,SPORTS & RECREATION INSTRUCTION,-117.214935,32.738636
27096,PERSONAL FITNESS TRAINER,-117.14687,32.827286
27097,PERSONAL FITNESS TRAINER,-117.2066,32.752323
27098,PERSONAL FITNESS TRAINER,-117.146355,32.754112
27099,SPORTS & RECREATION INSTRUCTION,-117.07572,33.022854
27100,PERSONAL FITNESS TRAINER,-117.16918,32.723095
27101,"GIFT, NOVELTY & SOUVENIR STORES",-117.122765,32.763355
27102,ENGINEERING SERVICES,-117.217354,32.825546
27103,FREIGHT TRANSPORTATION ARRANGEMENT,-116.92784,32.55834
27104,GASOLINE STATIONS WITH CONVENIENCE STORES,-116.9537,32.567898
27105,PRINTING & RELATED SUPPORT ACTIVITIES,-117.10691,32.724888
27106,ALL OTHER AMUSEMENT & RECREATION INDUSTRIES,-117.057495,32.981476
27107,OTHER PERSONAL CARE SERVICES,-117.09834,32.787704
27108,CLOTHING & CLOTHING ACCESSORIES STORES,-117.14019,32.69863
27109,CONSULTING SERVICES,-117.15442,32.77687
27110,ALL OTHER MISCELLANEOUS STORE RETAILERS,-117.14135,32.699444
27111,"APPAREL, PIECE GOODS & NOTIONS WHSLE",-117.22126,32.817097
27112,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.14413,32.822414
27113,ALL OTHER HEALTH & PERSONAL CARE STORES,-116.51992,32.825195
27114,ALL OTHER SUPPORT SERVICES,-117.07127,32.808193
27115,JANITORIAL SERVICES,-117.088615,32.932285
27116,LEGAL SERVICES,-117.206215,32.874195
27117,OTHER SPECIAL TRADE CONTRACTORS,-117.9886,33.859055
27118,SPORTS & RECREATION INSTRUCTION,-117.23916,32.787823
27119,CARPET & UPHOLSTERY CLEANING SERVICES,-117.08532,32.673275
27120,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.21298,32.872807
27121,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.17922,32.889572
27122,USED CAR DEALERS,-117.153366,32.892963
27123,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.144966,32.827282
27124,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.112946,32.91674
27125,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.117355,33.01688
27126,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-116.97638,32.79206
27127,"WHOLESALE TRADE, NONDURABLE GOODS",-116.93852,32.56624
27128,ALL OTHER BUSINESS SUPPORT SERVICES,-117.07913,33.003223
27129,OTHER PERSONAL SERVICES,-117.101555,32.835907
27130,RETAIL SALES VIA INTERNET/WEBSITES,-117.08189,33.034233
27131,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.231476,32.80185
27132,JANITORIAL SERVICES,-117.0849,32.74515
27133,CHEMICAL MFG,-121.37983,37.712864
27134,BUSINESS TAX EXEMPT - NON PROFIT,-117.246124,32.74512
27135,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.24775,32.746105
27136,EDUCATIONAL SUPPORT SERVICES,-117.24588,32.75372
27137,"PLUMBING, HEATING & AC CONTRACTOR",-117.23445,32.751995
27138,"WATER, SEWER & PIPELINE CONSTRUCTION",-117.678085,33.66445
27139,"PLUMBING, HEATING & AC CONTRACTOR",-117.10149,32.78861
27140,JANITORIAL SERVICES,-117.04805,32.771797
27141,INFORMATION & DATA PROCESSING SERVICES,-116.35578,33.77955
27142,TRAVEL AGENCIES,-117.15739,32.82175
27143,USED CAR DEALERS,-117.166016,32.878536
27144,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.11302,33.1229
27145,LANDSCAPING SERVICES,-117.204956,32.78763
27146,OTHER DIRECT SELLING ESTABLISHMENTS,-117.19541,32.77265
27147,POOL CLEANING & MAINTENANCE,-117.00855,32.79843
27148,MOTOR VEHICLE PARTS (USED) WHSLE,-116.996765,32.577644
27149,OTHER PERSONAL SERVICES,-117.04294,32.59279
27150,EMPLOYMENT SERVICES,-117.1605,32.827164
27151,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.24471,32.75084
27152,OFFICES OF DENTISTS,-117.1576,32.79146
27153,ALL OTHER PERSONAL SERVICES,-117.09221,32.705917
27154,JANITORIAL SERVICES,-117.069565,32.745728
27155,BAKED GOODS STORES,-117.21347,32.921787
27156,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.20612,32.827106
27157,USED CAR DEALERS,-117.15149,32.834545
27158,FOOD SERVICES & DRINKING PLACES,-117.11449,32.96038
27159,FOOD SERVICE CONTRACTORS,-117.13516,32.8273
27160,OFFICE ADMINISTRATIVE SERVICES,-117.14282,32.89448
27161,OFFICES OF CHIROPRACTORS,-117.048164,32.77409
27162,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-118.58889,34.184372
27163,INTERNATIONAL TRADE FINANCING,-117.230835,32.955097
27164,EXAM PREPARATION & TUTORING,-117.24182,32.930527
27165,MANAGEMENT CONSULTING SERVICES,-117.11225,32.76286
27166,ALL OTHER PERSONAL SERVICES,-117.15569,32.721233
27167,ALL OTHER MISCELLANEOUS CROP FARMING,-117.05995,32.560963
27168,ENGINEERING SERVICES,-117.16248,32.885788
27169,ART DEALERS,-117.12695,32.895702
27170,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.22388,32.743248
27171,"PHOTOGRAPHY STUDIOS, PORTRAIT",-117.193306,32.927612
27172,CONSUMER GOODS RENTAL,-117.23031,32.8266
27173,ADVERTISING & RELATED SERVICES,-117.14685,32.890278
27174,BEAUTY SALONS,-117.048386,32.806316
27175,FULL-SERVICE RESTAURANTS,-117.17929,32.741066
27176,LIMITED-SERVICE RESTAURANTS,-117.076065,33.022854
27177,LIMITED-SERVICE RESTAURANTS,-117.13174,32.71164
27178,LIMITED-SERVICE RESTAURANTS,-117.21414,32.751507
27179,LIMITED-SERVICE RESTAURANTS,-117.11477,32.9602
27180,LIMITED-SERVICE RESTAURANTS,-117.112854,32.916744
27181,LIMITED-SERVICE RESTAURANTS,-117.10445,32.829674
27182,LIMITED-SERVICE RESTAURANTS,-117.094574,32.576508
27183,LIMITED-SERVICE RESTAURANTS,-117.14741,32.91263
27184,SPECIAL FOOD SERVICES,-117.23403,32.801285
27185,LIMITED-SERVICE EATING PLACES,-117.12412,32.794563
27186,LIMITED-SERVICE RESTAURANTS,-117.17023,32.786617
27187,LIMITED-SERVICE RESTAURANTS,-117.20561,32.831333
27188,CONCRETE CONTRACTORS,-117.011055,32.74994
27189,OFFICE ADMINISTRATIVE SERVICES,-117.191025,32.766857
27190,SPECIAL FOOD SERVICES,-117.06808,32.81064
27191,MANAGEMENT OF COMPANIES & ENTERPRISES,-117.21441,32.754143
27192,COMMERCIAL/INDUSTRIAL EQUIP RENTAL & LEASING,-117.11846,32.718445
27193,BUILDING INSPECTION SERVICES,-116.89485,32.845127
27194,ENGINEERING SERVICES,-117.15196,32.71624
27195,CARPENTRY CONTRACTORS,-117.11685,32.744854
27196,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.06244,33.149246
27197,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.73102,33.87664
27198,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.20268,32.90155
27199,TAXI SERVICE,-117.04413,32.558273
27200,ALL OTHER PERSONAL SERVICES,-117.03876,32.551144
27201,LIMITED-SERVICE EATING PLACES,-117.02902,32.940228
27202,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.250275,32.764442
27203,ADVERTISING & RELATED SERVICES,-117.14587,32.830906
27204,PRINTING,-117.099625,32.789665
27205,MISCELLANEOUS STORE RETAILERS,-117.04316,32.54543
27206,CHILD DAY CARE SERVICES,-117.124504,32.721775
27207,FITNESS & RECREATIONAL SPORTS CENTERS,-117.08493,32.72333
27208,CIVIC & SOCIAL ORGANIZATIONS,-117.085014,32.706375
27209,CIVIC & SOCIAL ORGANIZATIONS,-117.06671,32.760128
27210,CIVIC & SOCIAL ORGANIZATIONS,-117.21714,32.8035
27211,ENGINEERING SERVICES,-117.114105,32.720875
27212,OTHER FINANCIAL INVESTMENT ACTIVITIES,-117.11695,32.820774
27213,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.09266,32.73557
27214,LANDSCAPING SERVICES,-117.12266,32.91719
27215,LIMITED-SERVICE EATING PLACES,-117.07089,32.77257
27216,LANDSCAPING SERVICES,-117.19769,32.783978
27217,BUSINESS TAX EXEMPT,-117.229355,32.82442
27218,LANDSCAPING SERVICES,-117.22236,33.115112
27219,MISCELLANEOUS DURABLE GOODS WHSLE,-116.97791,32.560642
27220,LANDSCAPING SERVICES,-117.206215,32.874195
27221,FLORISTS,-117.10195,32.78502
27222,SERVICES TO BUILDINGS & DWELLINGS,-117.095764,32.7457
27223,WOMEN'S/CHILDREN'S/INFANTS' CLOTHING WHSLE,-117.05516,32.554245
27224,OTHER ELECTRONIC & PRECISION EQUIPMENT R&M,-117.1734,32.834126
27225,CONSULTING SERVICES,-121.49096,38.57842
27226,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.061646,33.018658
27227,PERSONAL FITNESS TRAINER,-117.04064,32.804417
27228,TAXI & LIMOUSINE SERVICE,-117.09997,32.790405
27229,USED CAR DEALERS,-117.150375,32.81997
27230,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.195145,32.7658
27231,PERSONAL FITNESS TRAINER,-117.21634,32.752865
27232,SECURITY SYSTEMS SERVICES,-117.16071,32.78303
27233,OTHER PERSONAL SERVICES,-117.15149,32.834545
27234,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.72028,33.63337
27235,JANITORIAL SERVICES,-117.057625,32.78477
27236,LESSORS OF REAL ESTATE,-117.07591,33.01728
27237,"AUTOMOTIVE PARTS, ACCESSORIES & TIRE STORES",-117.09791,32.783924
27238,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.13016,32.751034
27239,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.24446,32.716953
27240,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.12171,32.766983
27241,"SPORTING GOODS, HOBBY, BOOK & MUSIC STORES",-117.111435,32.916782
27242,BEAUTY SALONS,-117.13058,32.762894
27243,INTERIOR DESIGN SERVICES,-117.156715,32.710434
27244,MISCELLANEOUS MFG,-117.23086,32.82441
27245,BUSINESS TAX EXEMPT,-117.119385,32.810104
27246,FULL-SERVICE RESTAURANTS,-117.161026,32.717804
27247,OTHER SPECIALTY FOOD STORES,-117.20144,32.768375
27248,BEAUTY SALONS,-117.07551,33.018314
27249,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.18402,32.908833
27250,RENTAL & LEASING SERVICES,-117.02479,32.647198
27251,OFFICES OF OPTOMETRISTS,-117.16046,32.832676
27252,PARKING LOTS & GARAGES,-116.93742,32.553356
27253,OTHER BUSINESS SERVICES,-117.214035,32.87568
27254,"BEER, WINE & LIQUOR STORES",-117.17331,32.90721
27255,ALL OTHER HOME FURNISHINGS STORES,-117.241844,32.7296
27256,"PROCESS, PHYS DIST & LOG CONSULTING SERVICES",-117.1665,32.713062
27257,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.168495,32.913864
27258,SPECIAL TRADE CONTRACTORS,-117.12507,32.799633
27259,ART DEALERS,-117.12921,32.747578
27260,PLATE WORK & FABRICATED STRUCTURAL PROD MFG,-117.088264,32.652657
27261,OTHER BUSINESS SUPPORT SERVICES,-117.20442,32.87012
27262,INSURANCE AGENCIES & BROKERAGES,-117.14884,32.826122
27263,OTHER PERSONAL SERVICES,-117.19152,32.835583
27264,ENGINEERING SERVICES,-117.07758,32.980915
27265,RETAIL SALES VIA INTERNET/WEBSITES,-117.0356,32.79341
27266,EXAM PREPARATION & TUTORING,-117.12955,32.730503
27267,"DRYWALL, ACOUSTICAL & INSULATION CONTRACTORS",-117.14067,32.70168
27268,"WHOLESALE TRADE, NONDURABLE GOODS",-117.15176,32.890877
27269,"PLUMBING, HEATING & AC CONTRACTOR",-117.01196,32.630127
27270,"PLUMBING, HEATING & AC CONTRACTOR",-117.15237,32.890896
27271,FULL-SERVICE RESTAURANTS,-117.14626,32.762035
27272,CONSULTING SERVICES,-117.8977,33.803337
27273,ARCHITECTURAL SERVICES,-117.21811,32.833977
27274,BOOK PUBLISHERS,-117.12665,32.834995
27275,BUSINESS TAX EXEMPT,-117.24265,32.792877
27276,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.226616,32.75545
27277,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.07721,33.01972
27278,ACTIVITIES RELATED TO REAL ESTATE,-117.23546,32.91737
27279,JANITORIAL SERVICES,-117.15176,32.890877
27280,ART DEALERS,-117.20996,32.75605
27281,ALL OTHER PERSONAL SERVICES,-117.194046,32.893238
27282,OTHER COMPUTER RELATED SERVICES,-117.19866,32.799778
27283,OTHER FINANCIAL INVESTMENT ACTIVITIES,-117.129074,32.83841
27284,BEAUTY SALONS,-117.16046,32.832676
27285,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.13102,32.915264
27286,OTHER SPECIALIZED DESIGN SERVICES,-117.10084,32.925327
27287,WOOD PRODUCT MFG,-117.1338,32.95065
27288,PARKING LOTS & GARAGES,-117.17376,32.729656
27289,PARKING LOTS & GARAGES,-117.1773,32.7349
27290,PARKING LOTS & GARAGES,-117.17376,32.729656
27291,PARKING LOTS & GARAGES,-117.17807,32.735794
27292,PARKING LOTS & GARAGES,-117.10038,32.583797
27293,MANAGEMENT CONSULTING SERVICES,-117.13587,32.970184
27294,MEAT & MEAT PRODUCT WHSLE,-117.15318,32.825584
27295,OTH TRANSIT & GROUND PASSENGER TRANSPORTATION,-117.01307,32.61463
27296,OTHER SOCIAL ADVOCACY ORGANIZATIONS,-117.220474,32.90309
27297,SOCIAL ADVOCACY ORGANIZATIONS,-117.220474,32.90309
27298,"GIFT, NOVELTY & SOUVENIR STORES",-117.17239,32.77551
27299,OTHER MISCELLANEOUS NONDURABLE GOODS WHSLE,-117.27198,32.993076
27300,OTHER MISCELLANEOUS MFG,-117.061646,33.018658
27301,LESSORS OF MINIWAREHOUSE & SELF STORAGE UNITS,-117.08161,32.805584
27302,ADVERTISING & RELATED SERVICES,-117.13199,32.893703
27303,LIMITED-SERVICE RESTAURANTS,-117.22846,32.721054
27304,PUBLIC RELATIONS AGENCIES,-117.178734,32.744884
27305,ALL OTH HEALTH PRACTITIONERS' OFFICES,-117.243164,32.932686
27306,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.043106,32.800762
27307,GASOLINE STATIONS WITH CONVENIENCE STORES,-117.21198,32.74395
27308,OTHER HOME FURNISHINGS STORES,-117.24628,32.726517
27309,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.213905,32.748886
27310,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.235374,32.72292
27311,PHARMACIES & DRUG STORES,-117.24556,32.722343
27312,OFFICES OF CHIROPRACTORS,-117.213585,32.751175
27313,COIN-OPERATED LAUNDRIES & DRYCLEANERS,-117.24901,32.743073
27314,OFFICES OF OTHER MENTAL HEALTH PRACTITIONERS,-117.22862,32.72391
27315,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.23254,32.730183
27316,OFFICES OF DENTISTS,-117.23228,32.7209
27317,OFFICES OF PHYSICIANS,-117.22617,32.72697
27318,VEGETABLE & MELON FARMING,-117.05947,33.27707
27319,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.1083,32.737698
27320,GROCERY (EXCEPT CONVENIENCE) STORES,-117.223526,32.753757
27321,OFFICES OF LAWYERS,-117.224754,32.71888
27322,"BEER, WINE & LIQUOR STORES",-117.22775,32.726276
27323,OTHER PERSONAL SERVICES,-117.235275,32.744354
27324,BOOK STORES,-117.253494,32.71647
27325,CANNABIS OUTLET,-117.208405,32.756218
27326,OFFICES OF PHYSICIANS,-117.213295,32.740196
27327,PET & PET SUPPLIES STORES,-117.22912,32.7402
27328,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.21582,32.752544
27329,RELIGIOUS ORGANIZATIONS,-117.24551,32.71814
27330,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.178505,32.774193
27331,ALL OTHER SPECIALTY FOOD STORES,-117.22812,32.723587
27332,ALL OTHER GENERAL MERCHANDISE STORES,-117.231766,32.72154
27333,OTH SIMILAR ORG (EXC BUSINESS/PROF/LABOR/POL),-117.22959,32.72815
27334,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.22679,32.747406
27335,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.2466,32.74589
27336,OTHER MISCELLANEOUS NONDURABLE GOODS WHSLE,-117.164734,32.911644
27337,OTHER SCHOOLS & INSTRUCTION,-116.943016,32.560272
27338,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.202805,32.77152
27339,NONSTORE RETAILERS,-117.22459,32.954193
27340,OFFICES OF DENTISTS,-117.15374,32.800255
27341,OFFICES OF DENTISTS,-117.15374,32.800255
27342,LIMITED-SERVICE RESTAURANTS,-117.244316,32.799023
27343,LIMITED-SERVICE RESTAURANTS,-117.15555,32.832706
27344,LIMITED-SERVICE EATING PLACES,-117.20693,32.86906
